,index,commentID,userDisplayName,userLocation,commentBody,recommendations,replyCount,replies,editorsSelection,recommendedFlag,isAnonymous
458,8,107390608,LVG,Atlanta,Barr once again demonstrates that there is no limit to what he will do to satisfy Trump. I wonder if Trump uses him to send out for cheeseburgers.,48,0,[],False,0,False
459,9,107390955,Lowell,NYC/PA,"I'm starting to wonder whether Bill Barr and Steve Bannon were separated at birth. Or maybe they're the same person, they just cleaned up Bannon and put him in a suit. Has anyone ever seen the two of them in the same room?",36,0,[],False,0,False
460,10,107390623,Daisy Pusher,"Oh, Canada","Wow, it’s like a bunch of supervillains are running the joint. I’m curious: is the Law and Order president reality-based, or a TV Law and Order president? dun dun",16,0,[],False,0,False
461,11,107390751,whatever,location,"So, was tear gas used against peaceful protesters near the White House or not?",2,5,"[{'commentID': 107391226, 'status': 'approved', 'commentSequence': 107391226, 'userID': 87081404, 'userDisplayName': 'Lilly', 'userLocation': 'New Hampshire', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Yes. And, just a friendly reminder that tear gas is not permitted during war per the Geneva convention... And yet, here we are, where we used to have the right to peaceful assembly and free speech and the pursuit of life liberty and happiness in this, Our Land of the Free...', 'createDate': '1591129331', 'updateDate': '1591136600', 'approveDate': '1591130432', 'recommendations': 8, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390751, 'parentUserDisplayName': 'whatever', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391226', 'isAnonymous': False}, {'commentID': 107391666, 'status': 'approved', 'commentSequence': 107391666, 'userID': 62502240, 'userDisplayName': 'Heidi A', 'userLocation': 'Sacramento, CA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@whatever Yes it was! Live video from reporters on scene yesterday and it was horrific.', 'createDate': '1591130340', 'updateDate': '1591135419', 'approveDate': '1591130623', 'recommendations': 7, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390751, 'parentUserDisplayName': 'whatever', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391666', 'isAnonymous': False}, {'commentID': 107391689, 'status': 'approved', 'commentSequence': 107391689, 'userID': 65466540, 'userDisplayName': 'MLH', 'userLocation': 'Rural America', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@whatever\n\nThe park police say tear gas was not used.', 'createDate': '1591130396', 'updateDate': '1591131920', 'approveDate': '1591130673', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390751, 'parentUserDisplayName': 'whatever', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391689', 'isAnonymous': False}]",False,0,False
462,12,107390580,JM,New York,"Barr and his shameful actions on behalf of President Ignoramus shall henceforth be indexed under the category, ""Augean stables, in need of cleaning.""",6,0,[],False,0,False
463,13,107390535,S B,Ventura,"This incident was disgusting and very Un-Christian.

To shoot tear gas and flash bombs at peaceful protesters and clergy members is beyond immoral. 
And, for what ? So Trump could hold the bible up as a prop in a cheap photo op ? So Trump could says he wasn't just cowering in the white house and tweeting insults ?

I just can't believe what Trump and his administration are doing to this country. It is repulsive.",36,0,[],False,0,False
464,14,107390701,Chris I,NY,"What a hippocrite the President is, standing in front of a church with a bible. He doesn't even go to mass. Hear that, all you evangelists out there. Why do you continue to support him?",28,0,[],False,0,False
465,15,107390828,Dorothy Cabrini,New York,"The White House immediately turned footage of yesterday's ""church walk"" into a re-election campaign video at taxpayer expense. And today's desecration of a Catholic site continues the abomination. 

Why the photo op(portunism)? Today is primary day and several GOP toadies are facing decisive races. When all else fails, desperately try to look like a saint instead of the demon that one's actions reveal. Those church walks will be replayed as perp walks before long.",19,0,[],False,0,False
466,16,107390723,Ignatz,Upper Ruralia,"Has the brown wool come in yet for the Secret Service' new uniforms?

Is Barr Trump's attorney now?

I thought he worked for us.",21,0,[],False,0,False
467,17,107390786,mjbarr,"Burdett, NY",Barr shows one more time he is just a tool for Trump.,20,0,[],False,0,False
468,18,107390951,J. s.,NYC,Any decent Govt official left inside the White House?,14,0,[],False,0,False
469,19,107390959,Mary,Lake Worth FL,"Since when is it the job of the Attorney General of the United States to tear gas a peaceful protest after a public murder to facilitate a trumped up photo op for the president. He is no attorney general, he is a paid lackey on the taxpayers dime to act as Trump's new fixer. This is a disgrace, the attorney general acting to deny civil rights of citizens for a white supremacist fomenting a civil war. Pathetic! 
We have to put Bunker Boy away, far far away.",25,0,[],False,0,False
470,20,107391027,Eduardo,New Jersey,"I served in the Army, 1968-1970. I had it easy. Wash DC assignment. But I remember repeated ""marches"" on Washington. They were peaceful as I recall. and they swelled with each successive march. 
I think that is what we need now, growing peaceful shows of support for George Floyd.
Granted, the powers-that-be will not bend easily, but violence and destruction won't do it.
If we, democrats are persistent and can mobilize to win the election, that will register.
Then maybe we can begin again, our, and MLK's, great journey toward a more just society.",11,0,[],False,0,False
471,21,107390703,an alternative view,phoenix,"i do wonder why no one, in whatever state licensed mr. barr, hasn't started a formal investigation into disbarment of him.",21,0,[],False,0,False
472,22,107390573,Sherry,Washington,"Using tear gas and chemical weapons on a crowd of peaceful people exercising their First Amendment rights is the act of a vicious dictator, not a president or attorney general of a democracy.",14,0,[],False,0,False
473,23,107390638,Rachel Quesnel,"ontario,canada","Shocking, Bill Barr, the man who was photographed staring at the park just prior to the statement of Law and Order delivered by Trump, the good catholic who marched with Trump valiantly for a chance of posing in St.John's the Episcopal Church photo-op, the man whose position it is as Attorney General the Attorney for the people, really that Bill Barr was the voice giving an order to disperse the crowd using force. How shocking and appalled the world is, after all, Barr's relationship to Trump and his wants are a state secret, no, shocking would have been if Barr was unaware and not complicit to such abhorrent behavior, it is unfortunately what is expected of a cowardly Attorney General, one who loves the limelight no matter how poisonous.",6,1,"[{'commentID': 107391505, 'status': 'approved', 'commentSequence': 107391505, 'userID': 80847355, 'userDisplayName': 'Ignatz', 'userLocation': 'Upper Ruralia', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Rachel Quesnel \n\nSomeone saw Barr going into the bunker the other night.\n\nHe was carrying a  large cellophane bag of green toy Army men from Walmart.\n\nTrump was already onthe floor on his knees with some Tonka army trucks and ""Brrrrrummm Bruuuuummm"" was \n clearly heard before the door slammed shut.', 'createDate': '1591129924', 'updateDate': '1591136488', 'approveDate': '1591130668', 'recommendations': 5, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390638, 'parentUserDisplayName': 'Rachel Quesnel', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391505', 'isAnonymous': False}]",False,0,False
474,24,107390665,Maridee,USA,"Oh, so Trump lets Barr take the blame for ordering -- sorry, asking -- federal law enforcement to deploy military force in order to clear a walking path to a church that Trump had no business talking in front of, merely wanting a photo op?",12,0,[],False,0,False
475,0,107390404,Blackmamba,Il,"The two primary lessons of the post World War II war crimes trials at Nuremberg and Tokyo was command and subordinate criminal liability. 

Commanders must criminally answer for their subordinates actions whether they approved or knew. Subordinates can't get away with following illegal orders as a defense against criminal liability.

What President Donald Trump, Attorney General Bill Barr, Defense Secretary Mark Esper and General Mark Miley did with men on horses,  flash bangs, tear gas, batons and guns in Lafayette Park against peaceful protesters was a war crime.

It was also an impeachable offense.",14,1,"[{'commentID': 107393842, 'status': 'approved', 'commentSequence': 107393842, 'userID': 50123529, 'userDisplayName': 'Humanbeing', 'userLocation': 'NY NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'The United States under Trump and Barr may soon find ourselves in the company of other Rogue Nations having charges of human rights violations brought against them at the United Nations in The Hague. And it would be deserved.', 'createDate': '1591135731', 'updateDate': '1591187918', 'approveDate': '1591139241', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390404, 'parentUserDisplayName': 'Blackmamba', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107393842', 'isAnonymous': False}]",False,0,False
476,1,107390838,Patrick alexander,Oregon,"The federal government is now a rogue government. The citizens no longer have a say. 
Donald Trump, Barr and a few others are in complete control. In any other country, it would be called a coup.",16,0,[],False,0,False
477,2,107390522,whatever,location,"Is the current looting consequence of the current protests?
Would be there looting without protests?",0,1,"[{'commentID': 107391563, 'status': 'approved', 'commentSequence': 107391563, 'userID': 60191473, 'userDisplayName': 'jscratz', 'userLocation': 'Stockholm, Sweden', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Looting? Just scraps. The real looting is already over.', 'createDate': '1591130067', 'updateDate': '1591135011', 'approveDate': '1591130668', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390522, 'parentUserDisplayName': 'whatever', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391563', 'isAnonymous': False}]",False,0,False
478,3,107390677,Karen,Seattle,"Kudos to Archbishop Gregory, a man of integrity and courage. I am proud of him, but not so proud of most of the USA Roman Catholic bishops who have shown their cowardice.",8,0,[],False,0,False
479,4,107390855,SHAKINSPEAR,In a Thoughtful State,"I'm a Catholic heart and soul despite not practicing in mass, but at home, because the federal government has destroyed my peace and the sanctity of my mind and soul. So I have a problem understanding why the Catholic Church has not spoken out against the fascist likes of William Barr and Donald Trump. It's more than last night. It's his long history of supporting right wing fascist extremism in government from wars that kill many to serving an obviously evil President. Now I have a problem with the Catholic Church which has drifted from the purity of faith to the worship of men.",9,1,"[{'commentID': 107395195, 'status': 'approved', 'commentSequence': 107395195, 'userID': 61981343, 'userDisplayName': 'New Swamp', 'userLocation': 'D.C.', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@SHAKINSPEAR This is about saving the unborn, which is as important to hard-core RCs as to protestant evangelicals since they forbid you even as an adult from ending your own life. The churches have decided Trump was a deal with the devil worth making to stack the courts. And I believe that's why November will still be hotly contested and come down to the electoral college."", 'createDate': '1591140643', 'updateDate': '1591142400', 'approveDate': '1591142400', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390855, 'parentUserDisplayName': 'SHAKINSPEAR', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107395195', 'isAnonymous': False}]",False,0,False
480,5,107390867,Mford,ATL,"Barr is Trump's personal attorney, for all intents and purposes. He doesn't act without his client's approval.",8,0,[],False,0,False
481,6,107390872,Agent 99,SC,"The twitter tyrant is dangerously close to pushing men and women who are serving this country voluntarily into the untenable position of “I was just following orders.”

What exactly did the forces who violently pushed the peaceful gathering out of Lafayette Park do before they shot tear gas, flash bangs, etc.?  

Did they use bullhorns to communicate their intentions?

Did they speak to anyone in the crowd directly?

Or was it just an Attorney General approved melee?",7,0,[],False,0,False
482,7,107390702,SMac,"Bend, Or","""Trump’s actions are condemned on both sides of the aisle.""

So, two Republicans criticize Trump's behavior and the NYTimes calls that both sides of the aisle.

Pathetic. Most Republicans said NOTHING. How about this headline: ""Trump's actions are condemned by the Democratic party and two Republican Senators"".",10,0,[],False,0,False
483,8,107390842,Sydney,Chicago,Well I'm so relived to hear that Susan Collins is disturbed by these Republican actions. Makes everything better...,6,1,"[{'commentID': 107391233, 'status': 'approved', 'commentSequence': 107391233, 'userID': 74629070, 'userDisplayName': 'Agent 99', 'userLocation': 'SC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Sydney \n\nDid she say she was disturbed or thinking about being disturbed?\n\nI’m too disturbed to read anything she bleats.', 'createDate': '1591129337', 'updateDate': '1591135806', 'approveDate': '1591130668', 'recommendations': 6, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390842, 'parentUserDisplayName': 'Sydney', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391233', 'isAnonymous': False}]",False,0,False
484,9,107390868,P&L,Cap Ferrat,Democratic mayors (DeBlasio) and governors (Cuomo) don't want to call in the National Guard.  They want Trump to call in the troops so they can call him a dictator.  Trump is going to have let New York City burn.,4,0,[],False,0,False
485,10,107390870,True Patriot,America,"Trump and Republicans who support him are Fascists. They have no respect for you, the USA Constitution or this country.  The fact that Trump is utilizing the military in Washington DC and threatening increasing levels of violence against the American people indicates that we will be lucky if there is an election in November. And if there is an election, Trump will declare election fraud, refuse to accept the results and will not leave power. All Americans who want to keep their  Representative Government and Due Process of Law need to unify together and make sure that Donald Trump's Ideology of hate, anger, lies and racism is repudiated. Then he and members of his Administration need to be prosecuted and sent to jail.",9,3,"[{'commentID': 107391624, 'status': 'approved', 'commentSequence': 107391624, 'userID': 3544810, 'userDisplayName': 'EGD', 'userLocation': 'California', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@True Patriot \n\nI support Trump reluctantly because ‘progressives’ — as clearly exhibited by your post — have become unhinged.\n\nAre we actually supposed to turn this country over to you?', 'createDate': '1591130225', 'updateDate': '1591139127', 'approveDate': '1591130725', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390870, 'parentUserDisplayName': 'True Patriot', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391624', 'isAnonymous': False}, {'commentID': 107392295, 'status': 'approved', 'commentSequence': 107392295, 'userID': 73274026, 'userDisplayName': 'S B', 'userLocation': 'Ventura', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@True Patriot \n\nThis is indeed fascism. Why is it so easy for people to see and condemn foreign authoritarian regimes and not see it happening in our own country ?\nAs Trump does these things without pushback from Republican politicians, he gets emboldened. His next abuse of power will be worse than the last. \nCivilian surveillance and suppression of freedoms like we see in China are right around the corner.', 'createDate': '1591131742', 'updateDate': '1591140700', 'approveDate': '1591132584', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390870, 'parentUserDisplayName': 'True Patriot', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107392295', 'isAnonymous': False}, {'commentID': 107392764, 'status': 'approved', 'commentSequence': 107392764, 'userID': 102295449, 'userDisplayName': 'True Patriot', 'userLocation': 'America', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@EGD  First, I used to be a Republican and am conservative, but I do not support an unqualified racist lying Authoritarian who does not respect anything or anyone. No sane American that has taken an oath to protect and serve the USA Constitution can support Trump or his Republican supporters.  When Trump is done with this country their will be nothing left, but a Banana Republic Dictatorship.', 'createDate': '1591132869', 'updateDate': '1591156144', 'approveDate': '1591133324', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107391624, 'parentUserDisplayName': 'True Patriot', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107392764', 'isAnonymous': False}]",False,0,False
486,11,107390817,NYCtoMalibu,"Malibu, CA","The police chiefs of Southern California spoke with the press about their solidarity with peaceful protesters. It was moving and uplifting to hear about protesters holding hands in Santa Monica in solidarity with the police, protecting them from bottles and rocks being thrown at them. We need more stories like these so that we don't all sink into a pit of despair.",15,0,[],False,0,False
487,12,107390659,Young Geezer,walla walla,"It has been said that it cannot happen here. Well, my fellow citizens, it has. We are at the edge of the chasm of dictatorship. I feel sick.",13,0,[],False,0,False
488,13,107390540,Cyclist,"San Jose, Calif.","After almost four years of President Trump, and after listening to would-be President Biden's attempts at coherent speech in recent months, I know one thing with certainty: 

Assuming that either two or three presidents will have served between January 20, 2009, and January 20, 2025, only one of the two or three will have been of sound mind. That was President Obama.",3,2,"[{'commentID': 107391316, 'status': 'approved', 'commentSequence': 107391316, 'userID': 90152461, 'userDisplayName': 'Sydney', 'userLocation': 'Chicago', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Cyclist Biden is doing just fine. You are apparently not listening to him.', 'createDate': '1591129516', 'updateDate': '1591133424', 'approveDate': '1591130724', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390540, 'parentUserDisplayName': 'Cyclist', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391316', 'isAnonymous': False}, {'commentID': 107392592, 'status': 'approved', 'commentSequence': 107392592, 'userID': 4771993, 'userDisplayName': 'Cyclist', 'userLocation': 'San Jose, Calif.', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Sydney — I figured someone would respond with the point you're making. I am listening and yes, former Vice President Biden has lucid periods. That's not the standard we should be acquiescing in for the world's most important job.\n\nI am almost certainly going to vote for Mr. Biden and certainly will not vote for President Trump. I expect that other people will be running the show in a Biden presidency. Unless he picks a vice president who's totally unacceptable, that's good enough for me."", 'createDate': '1591132491', 'updateDate': '1591132530', 'approveDate': '1591132492', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107391316, 'parentUserDisplayName': 'Cyclist', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107392592', 'isAnonymous': False}]",False,0,False
489,14,107390719,Sue the Cat,"Reynolds County, Missouri","Barr appears to be falling on the proverbial sword in defense of President Trump. Does anyone seriously think the President did not request the street clearing? Trump surely thought it would counter the ""bunkered down"" image he had garnered earlier, but it turns out that troops massing on people (even if they were peaceful) would restore his respect. Now Barr must take the blame for the president who never apologizes.",4,0,[],False,0,False
490,15,107390986,Zoe Wyse,"Portland, OR","I hope that this moment proves transformational not only in confronting police brutality but also leads to huge acceleration in the movement to end mass incarceration. Mass incarceration has resulted from an entire justice system that has also brutally targeted African Americans, destroying people's lives, separating families and stigmatizing communities. Change needs to be bold and meet the pain of this moment, pain that has gone on for decades.

I also hope that Mr. Biden will strongly consider selecting an African American woman as VP. There are African American candidates who are among the most outstanding period--compassionate, principled, collaborative. In addition, it goes without saying that at this time in which so many in society are finally reckoning with the reality of the depth of racism that has been going on for so, so long, having someone who can best lead in creating needed changes is critical. 

Mr. Floyd's death (and the deaths of so many others) are personal tragedies. As so many have said, he is not a hashtag. But I hope the anguish that we all feel can lead to the systemic change that our country needs.",1,0,[],False,0,False
491,16,107390327,Mark In PS,Palm Springs,We need more protesters in Washington. Our government needs to understand they work for us.,11,0,[],False,0,False
492,17,107390526,Dr. B,"Berkeley, CA","Barr says he wanted to do it before trump gave his speech.  There was no reason to disperse peaceful protestors particularly with tear gas, police, police on horseback and deprive demonstrators of their Constitutional right.  Barr should immediately resign since he deprived those demonstrating of their civil constitutional rights.",7,0,[],False,0,False
493,18,107390698,Robert B,"Brooklyn, NY","We now learned it was Attorney General William Barr who personally ordered federal law enforcement, and the military, to clear peaceful protesters from Lafayette Square. 

Barr had the police use tear gas and flash grenades to clear out the crowd so Trump, Barr, and the their despotic clan, could visit the nearby St. John’s Church. Trump then stood in front of the church posing for photographs. No prayer issued from Trump's lips; instead he posed for photos, holding a Bible like it was a brick he was going to toss. The photo-op done; Trump left.

I'm a former prosecutor who fully understood William Barr was always going violate the law while running the DOJ for Trump. It is why Trump wanted Barr. (Look into Barr's work covering up the Iran-Contra Affair).

Trump and Barr constantly use the Justice Department to go after Trump's perceived enemies; it is how an authoritarian state works. In Putin's Russia, Putin's critics and opponents are either assassinated or arrested on trumped up charges by the intelligence services.

President Ulysses S. Grant formed the DOJ by consolidated many federal agencies. The primary purpose of the Attorney General is to uphold the US Constitution and preserve the civil rights of average Americans, specifically under the 1st, 13th, 14th and 15th Amendments, and to prosecute white supremacists.

William Barr is the opposite of what an AG must be; He actively violates the US Constitution while destroying Trump's critics and political opponents.",13,0,[],False,0,False
494,19,107390765,ASB,"SB, USA","""Many Republicans in Congress refrained from directly addressing Mr. Trump’s behavior, but at least two Republican senators — Ben Sasse of Nebraska and Tim Scott of South Carolina, joined in the criticism. “If your question is, ‘Should you use tear gas to clear a path so the president can go have a photo op?’ the answer is no.” Mr. Scott, the only black Republican in the Senate, said at an event hosted by Politico.""

This is Tyranny.  Trump must be removed from office.",9,0,[],False,0,False
495,20,107390832,JMT,Mpls,"The Posse Comitatus Act of 1878 states that US Troops cannot be used on US soil unless Congress approves it and a President can only order their use in cases of ""insurrection"" or ""invasion.""

The Attorney General is not authorized to order Federal troops into action against peaceful demonstrators and no one would claim they were engaged in either ""insurrection"" or ""invasion.""

Another example of ""unlawful"" behavior by an Attorney General, who should know better.",11,0,[],False,0,False
496,21,107390753,Jim,Boston,"There is going to be a lot less money for social safety nets as the U.S. moves to austerity in the years to come. The official line and press endorsement was for immediate stay-at-home safety in trade for a risk of increased inequality and riots that border on anarchy. 

If we followed the Swedish model as a response to Covid19, the U.S. would not confront a $7.9 trillion cost for the response (as estimated by NYT), and there would likely not be any riots or anarchy remotely at this level. No one disputes the injustice of police forces, but officials and the media need to take responsibility for stay-at-home orders which created a pressure cooker on poor and non-essential workers in the U.S.",0,0,[],False,0,False
497,22,107390822,Smith,Colorado,"I didn't see the video of this altercation, so don't know why tear gas was used.  I will say I've seen many situations where ""peaceful"" protesters spit in police faces which I think is ""assault"".  And I've seen when police tell the crowd to back away and they push forward...pushing on the police.  I wonder if this is why police felt compelled to use tear gas, in which case I agree.",1,1,"[{'commentID': 107394077, 'status': 'approved', 'commentSequence': 107394077, 'userID': 50123529, 'userDisplayName': 'Humanbeing', 'userLocation': 'NY NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'You open by saying you did not see the video. You then create an imaginary scenario based on your own prejudices that fits your beliefs. Have you heard of facts? Your mindset, if widely shared by others, is going to enable a dictatorship in the United States of America. Stop pre-judging and pay attention to what is actually going on. It is our duty as Americans to be active participants in our democracy and make sure it endures. Things are not looking good for our democracy at this moment.', 'createDate': '1591136559', 'updateDate': '1591139237', 'approveDate': '1591139237', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390822, 'parentUserDisplayName': 'Smith', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107394077', 'isAnonymous': False}]",False,0,False
498,23,107390974,Howard Loewen,"Lawrenceburg, TN","Trump has now resorted to religion to justify his violent actions. Holding up a Bible last night, upside down actually, and today going to another Catholic church where he was not welcome. The man is losing his mind, the Bible does not justify violence, if Jesus is our Example which He is. Both last night and today he was violating separation of church and state. Easy to see. Anarchy is seeking to sweep away all law, not only divine but human. The centralizing of wealth and power; the vast combinations for the enriching of the few at the expense of the many; the spirit of unrest, of riot, and bloodshed; the world-wide dissemination of the same teachings that led to the French Revolution - all are tending to in our day involve the whole world in a struggle similar to that which convulsed France in the late 1700's. Where is the ""man of peace"" in all this, the Jesuit pope, silent. During the French Revolution the Jesuits alone flourished in the decaying nation, and ruled with dreadful tyranny.",5,0,[],False,0,False
499,24,107390305,Tex Murphy,Brooklyn,"Yes Mr Barr to keep the peace and let people live their lives.

You are failing in that duty as more and more black men face police brutality for minor offenses and die.

That black men can’t make the higher bail set for them due to nothing more than their race and get thrown in prison to await trial for nonviolent crimes.

If you truly believe in this ideal you would cut funding to any police force that keeps bad cops on the job, that doesn’t have adequate and minimalistic use of force doctrines, and doesn’t institute significant de-escalation and subconscious bias and racism training.  Period.",1,0,[],False,0,False
500,0,107390446,James,Boston,"As a Catholic, I believe Bill Barr should be ex-communicated for his actions during the Trump Administration. I don't think Jesus said, ""Tear gas them so the mendacious false prophet can try and cleanse the stain from a trip to the bunker.""

Sister Louise used to tell me that ""a good Catholic lifts people up when they are down.""

Barr just wants to roll over them. For Donald Trump. God help us.",56,0,[],False,0,False
501,1,107390433,Xenotime,"Denver, CO","Did Barr ""ask"" or ""order"" the clearing?  Did he have the legal authority to do either?",13,2,"[{'commentID': 107390839, 'status': 'approved', 'commentSequence': 107390839, 'userID': 62163319, 'userDisplayName': 'SLY3', 'userLocation': 'parts unknown', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Xenotime \n\nBarr tried to suspend Habeas Corpus not long ago, I don\'t think \'legal authority\' is a concern of his at this point. Next up will be Miller clearing out the concentration camps so that there will be room for ""domestic agitators"". \nPinochet would be proud. \nYou have all had enough time to prepare for the worst, don\'t say you weren\'t warned.', 'createDate': '1591128431', 'updateDate': '1591135253', 'approveDate': '1591128920', 'recommendations': 7, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390433, 'parentUserDisplayName': 'Xenotime', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107390839', 'isAnonymous': False}, {'commentID': 107391490, 'status': 'approved', 'commentSequence': 107391490, 'userID': 55683274, 'userDisplayName': 'Dubious', 'userLocation': 'the aether', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Xenotime, it's so weird that Barr, who essentially happened upon the protest, somehow knew that law enforcement commanders on the ground had failed in their mission and then decided to take it upon himself -- as if he knew more about the tactical situation in the city than the Commander of the Park Police -- to order officers on the scene to complete the expansion of the perimeter. Does he have mud on his boots now?"", 'createDate': '1591129888', 'updateDate': '1591132265', 'approveDate': '1591130430', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390433, 'parentUserDisplayName': 'Xenotime', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107391490', 'isAnonymous': False}]",False,0,False
502,2,107390447,CJ,"Edgewater, NJ","What Trump did yesterday was a direct message to his 'Christian' supporters, that he will defend them and their rights and privileges against 'those animals'. Pure and simple.",20,0,[],False,0,False
503,3,107390224,Take A Knee,Ad astra,Glad to see Biden be the leader we need.,11,1,"[{'commentID': 107390482, 'status': 'approved', 'commentSequence': 107390482, 'userID': 60191473, 'userDisplayName': 'jscratz', 'userLocation': 'Stockholm, Sweden', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'No. He’s the leader that at this point we have no choice other than to except. The option is dismal.', 'createDate': '1591127719', 'updateDate': '1591130559', 'approveDate': '1591128835', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107390224, 'parentUserDisplayName': 'Take A Knee', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107390482', 'isAnonymous': False}]",False,0,False
504,4,107390241,GWE,Ny,Can a legal complaint be field against Barr?,19,0,[],False,0,False
505,5,107390231,WeHadAllBetterPayAttentionNow,Southwest,"There is no difference between Barr and Trump, they are two faces of the same evil.",48,0,[],False,0,False
506,6,107390282,Bruce,California,"And you the Republican senators, you had a chance to votehim out during the impeachment. Now do you regret it? Is money and fame everything to you?",37,0,[],False,0,False
