,index,commentID,userDisplayName,userLocation,commentBody,recommendations,replyCount,replies,editorsSelection,recommendedFlag,isAnonymous
659,9,107384748,Eric,Bay Area,How many people out there have come to the conclusion that Republican voters are an existential threat? They are looting and burning the country and then gaslighting us when called out.,9,2,"[{'commentID': 107386538, 'status': 'approved', 'commentSequence': 107386538, 'userID': 59656291, 'userDisplayName': 'Jaco', 'userLocation': 'Nevada', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Eric \n\nRepublican voters?  Burning the country?', 'createDate': '1591119066', 'updateDate': '1591128115', 'approveDate': '1591119115', 'recommendations': 4, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107384748, 'parentUserDisplayName': 'Eric', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107386538', 'isAnonymous': False}, {'commentID': 107387544, 'status': 'approved', 'commentSequence': 107387544, 'userID': 62215502, 'userDisplayName': 'ER', 'userLocation': 'St Louis', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Yes, actually. In several cities, far right activists have instigated violence and been caught. Many legitimate, peaceful protesters have banded together to protect homes, businesses, and citizens while looters and rioters pose, distract, and destroy. These guys intentionally commit arson, looting, and violence to change the narrative and turn people away from supporting the vast majority protesters.', 'createDate': '1591121040', 'updateDate': '1591123077', 'approveDate': '1591121772', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107384748, 'parentUserDisplayName': 'Eric', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107387544', 'isAnonymous': False}]",False,0,False
660,10,107385288,whatever,location,What happened with the article about tear gas used against peaceful protesters near the White House?,9,2,"[{'commentID': 107386604, 'status': 'approved', 'commentSequence': 107386604, 'userID': 85892358, 'userDisplayName': 'Manish', 'userLocation': 'Chicago, IL', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'This is a ""Live Updates"" article, which means that it\'s probably still here, but pushed down the stack as new news comes in.', 'createDate': '1591119195', 'updateDate': '1591128144', 'approveDate': '1591119216', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107385288, 'parentUserDisplayName': 'whatever', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107386604', 'isAnonymous': False}, {'commentID': 107387608, 'status': 'approved', 'commentSequence': 107387608, 'userID': 132600233, 'userDisplayName': 'whatever', 'userLocation': 'location', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Manish \n""Probably"" or IS ""there""?\nOr maybe it has something to do with ""tear gas""? \nDisappearance is easier than correction.', 'createDate': '1591121184', 'updateDate': '1591122758', 'approveDate': '1591122304', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107386604, 'parentUserDisplayName': 'whatever', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107387608', 'isAnonymous': False}]",False,0,False
661,11,107385109,kensbluck,"Watermill, NY",I'm surprised that the Bible didn't go up in flames during Trump''s ridiculous photo-op.,32,0,[],False,0,False
662,12,107386261,Opinioned!,NYC,"“Nobody here knows the bible more than me. In fact my favorite book is Two Corinthians.”
        — Donald J. Trump
             January 18, 2016

A blatant display of Trump’s mental illness.",15,1,"[{'commentID': 107386860, 'status': 'approved', 'commentSequence': 107386860, 'userID': 51816937, 'userDisplayName': 'Dan', 'userLocation': 'Southwestern, Ut', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Opinioned! Another quote from religious scripture is one Trump really should heed:  Proverbs 17:28, King James Bible:  Even a fool is thought wise if he keeps silent, and discerning if he holds his tongue.\n\nEven a fool, when he holdeth his peace, is counted wise: and he that shutteth his lips is esteemed a man of understanding.', 'createDate': '1591119656', 'updateDate': '1591119823', 'approveDate': '1591119823', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107386261, 'parentUserDisplayName': 'Opinioned!', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107386860', 'isAnonymous': False}]",False,0,False
663,13,107386170,Lindahl,America,Trump’s use of religious locations is blasphemy. No one should be taken in by that and his hypocrisy.,12,0,[],False,0,False
664,14,107386080,Blunt,New York City,"What a pathetic response!  This guy was picked over Elizabeth Warren and Bernie Sanders by the Democratic Party?  

You get what you deserve!  I want Bernie back!",7,1,"[{'commentID': 107387967, 'status': 'approved', 'commentSequence': 107387967, 'userID': 88616133, 'userDisplayName': 'Maxx', 'userLocation': 'Oregon, USA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Blunt - Just like 2016, there was another 'Chosen One'.  Now, Biden is in a corner.  He committed to select a vice president based on gender rather than ability.  Because of the protests, Biden must now choose a woman of color.  Nevada Sen. Catherine Cortez Mast, probably his best possibility, saw the writing on the wall and withdrew.  Susan Rice is too deep in Ukraine gate, Val Demings does not know anything, and no one knows her.  Joe is forced to choose extreme liberal Stacey Abrams.  Listening to Abrams can be frightening to a moderate.  Bernie won't be able to return in 2024, sadly."", 'createDate': '1591121970', 'updateDate': '1591122156', 'approveDate': '1591122062', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107386080, 'parentUserDisplayName': 'Blunt', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107387967', 'isAnonymous': False}]",False,0,False
665,15,107385410,N,NYC,"Well well it looks like Trump’s presidency has spiraled out of control. He looks weak and has no clue how to
lead the nation during this existential crisis. Instead of trying to bring the nation together he is fanning the flames of hatred. 

Besides a few furrowed brows and words of “concern” from the GOP they doing nothing to stop this idiot from declaring war on the American people.  Add to that the doubling down by the police with increased violence and brutality against peaceful protesters we are going to find ourselves in total upheaval.",24,1,"[{'commentID': 107386210, 'status': 'approved', 'commentSequence': 107386210, 'userID': 56504714, 'userDisplayName': 'Not 99pct', 'userLocation': 'NY, NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@N Policing is at the local level.  State and local police.  Trump can send in federal troops, but there would be outcry with that as well with people saying he's overstepping his authority.  Which way do you want to argue?"", 'createDate': '1591118413', 'updateDate': '1591120380', 'approveDate': '1591120380', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 107385410, 'parentUserDisplayName': 'N', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '107386210', 'isAnonymous': False}]",False,0,False
666,16,107384997,Phil Hurwitz,Rochester NY,"I remember the '64 uprising, The National Guard riding shotgun with law enforcement. America was on fire.

Johnson was President then; imagine if it were trump that was president then. It would be martial law and kent state all rolled up into one.

trump doesn't like black people. . .(e.g. his full page ad regarding the Central Park 5; lies about Obama's birth; Charlottesville [fine people on both sides]).

trump would like to see nothing more than to see a race war break out in order to consolidate power (his Reichstag moment).

Hey baby boomer . . nice legacy to leave the kids.",12,0,[],False,0,False
667,17,107385119,gratis,Colorado,"The NY Times does the World a disservice by lumping the peaceful protesters, the violent ones, and the looters together.",34,0,[],False,0,False
668,18,107385926,Alex Holzmann,NYC,The cop that killed George Floyd should be prosecuted. Destroying America's streets and attacking random cops is at least foolish and all those who are part of this madness should be harshly prosecuted too.,7,0,[],False,0,False
669,19,107385880,Peter Wolf,New York City,"President Trump says he is ""sickened and revolted"" by the killing of George Floyd.

Does anybody really believe that?  

Trump is only sickened and revolted by anybody criticizing him.

If you think he feels that way about  the death of a black man by police, well, I have a bridge in Brooklyn I'd like to sell you.",29,0,[],False,0,False
